Subject_ID,Group,Run,CAP-1,CAP-2,CAP-3,CAP-4,CAP-5,CAP-6,CAP-7
0001,All Subjects,run-0,0.11482254697286012,0.12526096033402923,0.11482254697286012,0.17954070981210857,0.16910229645093947,0.1440501043841336,0.1524008350730689
0003,All Subjects,run-0,0.09791666666666667,0.15625,0.11875,0.19791666666666666,0.21041666666666667,0.1,0.11875
0004,All Subjects,run-0,0.14791666666666667,0.11458333333333333,0.0875,0.20833333333333334,0.21666666666666667,0.11666666666666667,0.10833333333333334
0005,All Subjects,run-0,0.19583333333333333,0.09375,0.0875,0.12083333333333333,0.15208333333333332,0.15416666666666667,0.19583333333333333
0006,All Subjects,run-0,0.12708333333333333,0.15,0.16041666666666668,0.14583333333333334,0.15833333333333333,0.12291666666666666,0.13541666666666666
0008,All Subjects,run-0,0.06485355648535565,0.15271966527196654,0.18410041841004185,0.15481171548117154,0.1297071129707113,0.14435146443514643,0.1694560669456067
0009,All Subjects,run-0,0.20250521920668058,0.13987473903966596,0.11899791231732777,0.12317327766179541,0.11691022964509394,0.1336116910229645,0.1649269311064718
0012,All Subjects,run-0,0.12916666666666668,0.20833333333333334,0.24583333333333332,0.17291666666666666,0.1875,0.0125,0.04375
0015,All Subjects,run-0,0.20208333333333334,0.14583333333333334,0.18958333333333333,0.06875,0.06875,0.16875,0.15625
0019,All Subjects,run-0,0.22291666666666668,0.14583333333333334,0.18541666666666667,0.15,0.15416666666666667,0.075,0.06666666666666667
0020,All Subjects,run-0,0.06875,0.16041666666666668,0.14791666666666667,0.1625,0.18125,0.12916666666666668,0.15
0021,All Subjects,run-0,0.09166666666666666,0.1375,0.15625,0.12291666666666666,0.20416666666666666,0.13541666666666666,0.15208333333333332
0022,All Subjects,run-1,0.175,0.14375,0.19375,0.09166666666666666,0.15625,0.1,0.13958333333333334
0022,All Subjects,run-2,0.11416490486257928,0.11416490486257928,0.12896405919661733,0.16279069767441862,0.1331923890063425,0.16701902748414377,0.17970401691331925
