Subject_ID,Run,Frame,CAP_Label
0735,run-1,0,2
0735,run-1,1,3
0735,run-1,2,4
0735,run-1,3,4
0735,run-1,4,4
0735,run-1,5,4
0735,run-1,6,4
0735,run-1,7,4
0735,run-1,8,4
0735,run-1,9,1
0735,run-1,10,4
0735,run-1,11,1
0735,run-1,12,1
0735,run-1,13,1
0735,run-1,14,5
0735,run-1,15,5
0735,run-1,16,5
0735,run-1,17,5
0735,run-1,18,5
0735,run-1,19,5
0735,run-1,20,5
0735,run-1,21,5
0735,run-1,22,3
0735,run-1,23,2
0735,run-1,24,2
0735,run-1,25,2
0735,run-1,26,2
0735,run-1,27,2
0735,run-1,28,2
0735,run-1,29,2
0735,run-1,30,2
0735,run-1,31,6
0735,run-1,32,6
0735,run-1,33,5
0735,run-1,34,5
0735,run-1,35,5
0735,run-1,36,2
0735,run-1,37,5
0735,run-1,38,5
0735,run-1,39,5
0735,run-1,40,1
0735,run-1,41,2
0735,run-1,42,1
0735,run-1,43,2
0735,run-1,44,2
0735,run-1,45,3
0735,run-1,46,3
0735,run-1,47,3
0735,run-1,48,5
0735,run-1,49,5
0735,run-1,50,3
0735,run-1,51,3
0735,run-1,52,3
0735,run-1,53,3
0735,run-1,54,3
0735,run-1,55,3
0735,run-1,56,3
0735,run-1,57,4
0735,run-1,58,7
0735,run-1,59,4
0735,run-1,60,4
0735,run-1,61,4
0735,run-1,62,4
0735,run-1,63,4
0735,run-1,64,4
0735,run-1,65,4
0735,run-1,66,4
0735,run-1,67,6
0735,run-1,68,6
0735,run-1,69,6
0735,run-1,70,6
0735,run-1,71,4
0735,run-1,72,4
0735,run-1,73,4
0735,run-1,74,4
0735,run-1,75,7
0735,run-1,76,7
0735,run-1,77,7
0735,run-1,78,7
0735,run-1,79,7
0735,run-1,80,7
0735,run-1,81,7
0735,run-1,82,2
0735,run-1,83,2
0735,run-1,84,2
0735,run-1,85,2
0735,run-1,86,2
0735,run-1,87,5
0735,run-1,88,2
0735,run-1,89,2
0735,run-1,90,2
0735,run-1,91,2
0735,run-1,92,2
0735,run-1,93,5
0735,run-1,94,5
0735,run-1,95,5
0735,run-1,96,2
0735,run-1,97,5
0735,run-1,98,5
0735,run-1,99,5
0735,run-1,100,5
0735,run-1,101,2
0735,run-1,102,2
0735,run-1,103,2
0735,run-1,104,2
0735,run-1,105,4
0735,run-1,106,2
0735,run-1,107,4
0735,run-1,108,4
0735,run-1,109,4
0735,run-1,110,2
0735,run-1,111,3
0735,run-1,112,7
0735,run-1,113,5
0735,run-1,114,7
0735,run-1,115,7
0735,run-1,116,5
0735,run-1,117,2
0735,run-1,118,2
0735,run-1,119,1
0735,run-1,120,6
0735,run-1,121,6
0735,run-1,122,3
0735,run-1,123,3
0735,run-1,124,3
0735,run-1,125,3
0735,run-1,126,3
0735,run-1,127,3
0735,run-1,128,3
0735,run-1,129,5
0735,run-1,130,5
0735,run-1,131,2
0735,run-1,132,2
0735,run-1,133,5
0735,run-1,134,5
0735,run-1,135,5
0735,run-1,136,3
0735,run-1,137,3
0735,run-1,138,3
0735,run-1,139,3
0735,run-1,140,3
0735,run-1,141,7
0735,run-1,142,5
0735,run-1,143,7
0735,run-1,144,5
0735,run-1,145,3
0735,run-1,146,7
0735,run-1,147,3
0735,run-1,148,5
0735,run-1,149,3
0735,run-1,150,3
0735,run-1,151,3
0735,run-1,152,3
0735,run-1,153,3
0735,run-1,154,3
0735,run-1,155,1
0735,run-1,156,7
0735,run-1,157,1
0735,run-1,158,1
