Subject_ID,Run,Frame,CAP_Label
hc0093,run-0,0,7
hc0093,run-0,1,7
hc0093,run-0,2,3
hc0093,run-0,3,6
hc0093,run-0,4,6
hc0093,run-0,5,6
hc0093,run-0,6,6
hc0093,run-0,7,6
hc0093,run-0,8,2
hc0093,run-0,9,4
hc0093,run-0,10,4
hc0093,run-0,11,4
hc0093,run-0,12,4
hc0093,run-0,13,4
hc0093,run-0,14,2
hc0093,run-0,15,2
hc0093,run-0,16,2
hc0093,run-0,17,6
hc0093,run-0,18,6
hc0093,run-0,19,6
hc0093,run-0,20,3
hc0093,run-0,21,5
hc0093,run-0,22,5
hc0093,run-0,23,5
hc0093,run-0,24,2
hc0093,run-0,25,5
hc0093,run-0,26,5
hc0093,run-0,27,5
hc0093,run-0,28,5
hc0093,run-0,29,7
hc0093,run-0,30,5
hc0093,run-0,31,7
hc0093,run-0,32,2
hc0093,run-0,33,7
hc0093,run-0,34,7
hc0093,run-0,35,7
hc0093,run-0,36,7
hc0093,run-0,37,3
hc0093,run-0,38,7
hc0093,run-0,39,7
hc0093,run-0,40,7
hc0093,run-0,41,7
hc0093,run-0,42,7
hc0093,run-0,43,7
hc0093,run-0,44,7
hc0093,run-0,45,3
hc0093,run-0,46,3
hc0093,run-0,47,7
hc0093,run-0,48,3
hc0093,run-0,49,7
hc0093,run-0,50,1
hc0093,run-0,51,1
hc0093,run-0,52,1
hc0093,run-0,53,7
hc0093,run-0,54,5
hc0093,run-0,55,7
hc0093,run-0,56,1
hc0093,run-0,57,1
hc0093,run-0,58,5
hc0093,run-0,59,5
hc0093,run-0,60,5
hc0093,run-0,61,5
hc0093,run-0,62,5
hc0093,run-0,63,5
hc0093,run-0,64,6
hc0093,run-0,65,2
hc0093,run-0,66,6
hc0093,run-0,67,6
hc0093,run-0,68,6
hc0093,run-0,69,6
hc0093,run-0,70,2
hc0093,run-0,71,2
hc0093,run-0,72,2
hc0093,run-0,73,2
hc0093,run-0,74,2
hc0093,run-0,75,2
hc0093,run-0,76,3
hc0093,run-0,77,3
hc0093,run-0,78,2
hc0093,run-0,79,1
hc0093,run-0,80,3
hc0093,run-0,81,3
hc0093,run-0,82,3
hc0093,run-0,83,2
hc0093,run-0,84,2
hc0093,run-0,85,2
hc0093,run-0,86,6
hc0093,run-0,87,1
hc0093,run-0,88,1
hc0093,run-0,89,6
hc0093,run-0,90,4
hc0093,run-0,91,4
hc0093,run-0,92,6
hc0093,run-0,93,4
hc0093,run-0,94,4
hc0093,run-0,95,4
hc0093,run-0,96,2
hc0093,run-0,97,4
hc0093,run-0,98,4
hc0093,run-0,99,4
hc0093,run-0,100,4
hc0093,run-0,101,4
hc0093,run-0,102,4
hc0093,run-0,103,4
hc0093,run-0,104,4
hc0093,run-0,105,6
hc0093,run-0,106,7
hc0093,run-0,107,5
hc0093,run-0,108,5
hc0093,run-0,109,5
hc0093,run-0,110,5
hc0093,run-0,111,5
hc0093,run-0,112,5
hc0093,run-0,113,5
hc0093,run-0,114,5
hc0093,run-0,115,5
hc0093,run-0,116,5
hc0093,run-0,117,5
hc0093,run-0,118,5
hc0093,run-0,119,5
hc0093,run-0,120,5
hc0093,run-0,121,5
hc0093,run-0,122,5
hc0093,run-0,123,5
hc0093,run-0,124,5
hc0093,run-0,125,2
hc0093,run-0,126,2
hc0093,run-0,127,2
hc0093,run-0,128,2
hc0093,run-0,129,4
hc0093,run-0,130,6
hc0093,run-0,131,4
hc0093,run-0,132,6
hc0093,run-0,133,6
hc0093,run-0,134,4
hc0093,run-0,135,4
hc0093,run-0,136,4
hc0093,run-0,137,4
hc0093,run-0,138,4
hc0093,run-0,139,4
hc0093,run-0,140,6
hc0093,run-0,141,6
hc0093,run-0,142,6
hc0093,run-0,143,4
hc0093,run-0,144,4
hc0093,run-0,145,4
hc0093,run-0,146,3
hc0093,run-0,147,6
hc0093,run-0,148,4
hc0093,run-0,149,4
hc0093,run-0,150,6
hc0093,run-0,151,6
hc0093,run-0,152,6
hc0093,run-0,153,6
hc0093,run-0,154,4
hc0093,run-0,155,4
hc0093,run-0,156,4
hc0093,run-0,157,4
hc0093,run-0,158,4
hc0093,run-0,159,4
hc0093,run-0,160,2
hc0093,run-0,161,7
hc0093,run-0,162,2
hc0093,run-0,163,2
hc0093,run-0,164,2
hc0093,run-0,165,7
hc0093,run-0,166,7
hc0093,run-0,167,5
hc0093,run-0,168,5
hc0093,run-0,169,5
hc0093,run-0,170,5
hc0093,run-0,171,5
hc0093,run-0,172,5
hc0093,run-0,173,5
hc0093,run-0,174,5
hc0093,run-0,175,5
hc0093,run-0,176,5
hc0093,run-0,177,5
hc0093,run-0,178,5
hc0093,run-0,179,3
hc0093,run-0,180,7
hc0093,run-0,181,3
hc0093,run-0,182,3
hc0093,run-0,183,3
hc0093,run-0,184,3
hc0093,run-0,185,3
hc0093,run-0,186,3
hc0093,run-0,187,3
hc0093,run-0,188,3
hc0093,run-0,189,3
hc0093,run-0,190,3
hc0093,run-0,191,7
hc0093,run-0,192,3
hc0093,run-0,193,3
hc0093,run-0,194,3
hc0093,run-0,195,3
hc0093,run-0,196,3
hc0093,run-0,197,7
hc0093,run-0,198,5
hc0093,run-0,199,6
hc0093,run-0,200,7
hc0093,run-0,201,2
hc0093,run-0,202,5
hc0093,run-0,203,1
hc0093,run-0,204,7
hc0093,run-0,205,7
hc0093,run-0,206,7
hc0093,run-0,207,3
hc0093,run-0,208,3
hc0093,run-0,209,3
hc0093,run-0,210,3
hc0093,run-0,211,3
hc0093,run-0,212,7
hc0093,run-0,213,3
hc0093,run-0,214,3
hc0093,run-0,215,7
hc0093,run-0,216,1
hc0093,run-0,217,1
hc0093,run-0,218,7
hc0093,run-0,219,4
hc0093,run-0,220,4
hc0093,run-0,221,1
hc0093,run-0,222,1
hc0093,run-0,223,1
hc0093,run-0,224,1
hc0093,run-0,225,6
hc0093,run-0,226,6
hc0093,run-0,227,1
hc0093,run-0,228,4
hc0093,run-0,229,4
hc0093,run-0,230,4
hc0093,run-0,231,4
hc0093,run-0,232,4
hc0093,run-0,233,4
hc0093,run-0,234,4
hc0093,run-0,235,4
hc0093,run-0,236,4
hc0093,run-0,237,7
hc0093,run-0,238,7
hc0093,run-0,239,7
hc0093,run-0,240,4
hc0093,run-0,241,7
hc0093,run-0,242,1
hc0093,run-0,243,7
