Subject_ID,Run,Frame,CAP_Label
hc0012,run-0,0,3
hc0012,run-0,1,2
hc0012,run-0,2,1
hc0012,run-0,3,1
hc0012,run-0,4,6
hc0012,run-0,5,2
hc0012,run-0,6,1
hc0012,run-0,7,3
hc0012,run-0,8,3
hc0012,run-0,9,6
hc0012,run-0,10,6
hc0012,run-0,11,3
hc0012,run-0,12,3
hc0012,run-0,13,7
hc0012,run-0,14,2
hc0012,run-0,15,2
hc0012,run-0,16,2
hc0012,run-0,17,2
hc0012,run-0,18,5
hc0012,run-0,19,5
hc0012,run-0,20,5
hc0012,run-0,21,7
hc0012,run-0,22,1
hc0012,run-0,23,2
hc0012,run-0,24,5
hc0012,run-0,25,2
hc0012,run-0,26,7
hc0012,run-0,27,7
hc0012,run-0,28,1
hc0012,run-0,29,1
hc0012,run-0,30,3
hc0012,run-0,31,4
hc0012,run-0,32,3
hc0012,run-0,33,6
hc0012,run-0,34,6
hc0012,run-0,35,3
hc0012,run-0,36,3
hc0012,run-0,37,3
hc0012,run-0,38,3
hc0012,run-0,39,3
hc0012,run-0,40,3
hc0012,run-0,41,3
hc0012,run-0,42,3
hc0012,run-0,43,7
hc0012,run-0,44,4
hc0012,run-0,45,4
hc0012,run-0,46,4
hc0012,run-0,47,4
hc0012,run-0,48,4
hc0012,run-0,49,2
hc0012,run-0,50,2
hc0012,run-0,51,2
hc0012,run-0,52,2
hc0012,run-0,53,4
hc0012,run-0,54,4
hc0012,run-0,55,4
hc0012,run-0,56,4
hc0012,run-0,57,4
hc0012,run-0,58,4
hc0012,run-0,59,4
hc0012,run-0,60,4
hc0012,run-0,61,3
hc0012,run-0,62,3
hc0012,run-0,63,3
hc0012,run-0,64,5
hc0012,run-0,65,3
hc0012,run-0,66,3
hc0012,run-0,67,3
hc0012,run-0,68,3
hc0012,run-0,69,3
hc0012,run-0,70,3
hc0012,run-0,71,3
hc0012,run-0,72,3
hc0012,run-0,73,4
hc0012,run-0,74,4
hc0012,run-0,75,6
hc0012,run-0,76,6
hc0012,run-0,77,6
hc0012,run-0,78,6
hc0012,run-0,79,6
hc0012,run-0,80,6
hc0012,run-0,81,6
hc0012,run-0,82,5
hc0012,run-0,83,5
hc0012,run-0,84,5
hc0012,run-0,85,5
hc0012,run-0,86,5
hc0012,run-0,87,5
hc0012,run-0,88,5
hc0012,run-0,89,5
hc0012,run-0,90,5
hc0012,run-0,91,7
hc0012,run-0,92,7
hc0012,run-0,93,1
hc0012,run-0,94,7
hc0012,run-0,95,7
hc0012,run-0,96,1
hc0012,run-0,97,1
hc0012,run-0,98,2
hc0012,run-0,99,2
hc0012,run-0,100,2
hc0012,run-0,101,2
hc0012,run-0,102,2
hc0012,run-0,103,7
hc0012,run-0,104,7
hc0012,run-0,105,7
hc0012,run-0,106,7
hc0012,run-0,107,3
hc0012,run-0,108,3
hc0012,run-0,109,4
hc0012,run-0,110,7
hc0012,run-0,111,7
hc0012,run-0,112,7
hc0012,run-0,113,7
hc0012,run-0,114,7
hc0012,run-0,115,7
hc0012,run-0,116,5
hc0012,run-0,117,5
hc0012,run-0,118,3
hc0012,run-0,119,3
hc0012,run-0,120,3
hc0012,run-0,121,3
hc0012,run-0,122,4
hc0012,run-0,123,4
hc0012,run-0,124,4
hc0012,run-0,125,4
hc0012,run-0,126,4
hc0012,run-0,127,4
hc0012,run-0,128,4
hc0012,run-0,129,4
hc0012,run-0,130,4
hc0012,run-0,131,4
hc0012,run-0,132,4
hc0012,run-0,133,4
hc0012,run-0,134,6
hc0012,run-0,135,4
hc0012,run-0,136,4
hc0012,run-0,137,4
hc0012,run-0,138,2
hc0012,run-0,139,2
hc0012,run-0,140,2
hc0012,run-0,141,2
hc0012,run-0,142,5
hc0012,run-0,143,5
hc0012,run-0,144,5
hc0012,run-0,145,5
hc0012,run-0,146,5
hc0012,run-0,147,5
hc0012,run-0,148,5
hc0012,run-0,149,5
hc0012,run-0,150,5
hc0012,run-0,151,5
hc0012,run-0,152,5
hc0012,run-0,153,5
hc0012,run-0,154,5
hc0012,run-0,155,2
hc0012,run-0,156,2
hc0012,run-0,157,6
hc0012,run-0,158,6
hc0012,run-0,159,2
hc0012,run-0,160,2
hc0012,run-0,161,2
hc0012,run-0,162,2
hc0012,run-0,163,2
hc0012,run-0,164,5
hc0012,run-0,165,5
hc0012,run-0,166,5
hc0012,run-0,167,5
hc0012,run-0,168,5
hc0012,run-0,169,5
hc0012,run-0,170,5
hc0012,run-0,171,1
hc0012,run-0,172,1
hc0012,run-0,173,1
hc0012,run-0,174,1
hc0012,run-0,175,4
hc0012,run-0,176,4
hc0012,run-0,177,4
hc0012,run-0,178,4
hc0012,run-0,179,4
hc0012,run-0,180,4
hc0012,run-0,181,4
hc0012,run-0,182,4
hc0012,run-0,183,4
hc0012,run-0,184,4
hc0012,run-0,185,4
hc0012,run-0,186,2
hc0012,run-0,187,2
hc0012,run-0,188,3
hc0012,run-0,189,6
hc0012,run-0,190,6
hc0012,run-0,191,4
hc0012,run-0,192,6
hc0012,run-0,193,4
hc0012,run-0,194,4
hc0012,run-0,195,4
hc0012,run-0,196,3
hc0012,run-0,197,3
hc0012,run-0,198,3
hc0012,run-0,199,3
hc0012,run-0,200,3
hc0012,run-0,201,3
hc0012,run-0,202,3
hc0012,run-0,203,3
hc0012,run-0,204,3
hc0012,run-0,205,3
hc0012,run-0,206,3
hc0012,run-0,207,7
hc0012,run-0,208,5
hc0012,run-0,209,5
hc0012,run-0,210,5
hc0012,run-0,211,5
hc0012,run-0,212,2
hc0012,run-0,213,2
hc0012,run-0,214,2
hc0012,run-0,215,2
hc0012,run-0,216,7
hc0012,run-0,217,2
hc0012,run-0,218,7
hc0012,run-0,219,7
hc0012,run-0,220,7
hc0012,run-0,221,7
hc0012,run-0,222,2
hc0012,run-0,223,6
hc0012,run-0,224,2
hc0012,run-0,225,2
hc0012,run-0,226,2
hc0012,run-0,227,2
hc0012,run-0,228,5
hc0012,run-0,229,5
hc0012,run-0,230,2
hc0012,run-0,231,5
hc0012,run-0,232,5
hc0012,run-0,233,6
hc0012,run-0,234,6
hc0012,run-0,235,4
hc0012,run-0,236,4
hc0012,run-0,237,4
hc0012,run-0,238,4
hc0012,run-0,239,4
hc0012,run-0,240,4
hc0012,run-0,241,4
hc0012,run-0,242,4
hc0012,run-0,243,4
hc0012,run-0,244,4
hc0012,run-0,245,4
hc0012,run-0,246,7
hc0012,run-0,247,7
hc0012,run-0,248,3
hc0012,run-0,249,5
hc0012,run-0,250,4
hc0012,run-0,251,4
hc0012,run-0,252,4
hc0012,run-0,253,4
hc0012,run-0,254,4
hc0012,run-0,255,7
hc0012,run-0,256,4
hc0012,run-0,257,4
hc0012,run-0,258,7
hc0012,run-0,259,7
hc0012,run-0,260,7
hc0012,run-0,261,7
hc0012,run-0,262,2
hc0012,run-0,263,5
hc0012,run-0,264,2
hc0012,run-0,265,5
hc0012,run-0,266,5
hc0012,run-0,267,5
hc0012,run-0,268,5
hc0012,run-0,269,5
hc0012,run-0,270,5
hc0012,run-0,271,5
hc0012,run-0,272,3
hc0012,run-0,273,3
hc0012,run-0,274,3
hc0012,run-0,275,6
hc0012,run-0,276,2
hc0012,run-0,277,5
hc0012,run-0,278,2
hc0012,run-0,279,5
hc0012,run-0,280,2
hc0012,run-0,281,2
hc0012,run-0,282,5
hc0012,run-0,283,5
hc0012,run-0,284,5
hc0012,run-0,285,5
hc0012,run-0,286,5
hc0012,run-0,287,5
hc0012,run-0,288,5
hc0012,run-0,289,5
hc0012,run-0,290,3
hc0012,run-0,291,3
hc0012,run-0,292,7
hc0012,run-0,293,7
hc0012,run-0,294,3
hc0012,run-0,295,3
hc0012,run-0,296,3
hc0012,run-0,297,3
hc0012,run-0,298,3
hc0012,run-0,299,3
hc0012,run-0,300,4
hc0012,run-0,301,1
hc0012,run-0,302,4
hc0012,run-0,303,1
hc0012,run-0,304,4
hc0012,run-0,305,4
hc0012,run-0,306,4
hc0012,run-0,307,4
hc0012,run-0,308,4
hc0012,run-0,309,4
hc0012,run-0,310,4
hc0012,run-0,311,4
hc0012,run-0,312,2
hc0012,run-0,313,2
hc0012,run-0,314,2
hc0012,run-0,315,3
hc0012,run-0,316,5
hc0012,run-0,317,5
hc0012,run-0,318,5
hc0012,run-0,319,5
hc0012,run-0,320,5
hc0012,run-0,321,5
hc0012,run-0,322,5
hc0012,run-0,323,5
hc0012,run-0,324,5
hc0012,run-0,325,5
hc0012,run-0,326,7
hc0012,run-0,327,5
hc0012,run-0,328,3
hc0012,run-0,329,2
hc0012,run-0,330,4
hc0012,run-0,331,2
hc0012,run-0,332,4
hc0012,run-0,333,4
hc0012,run-0,334,4
hc0012,run-0,335,4
hc0012,run-0,336,4
hc0012,run-0,337,2
hc0012,run-0,338,4
hc0012,run-0,339,2
hc0012,run-0,340,2
hc0012,run-0,341,2
hc0012,run-0,342,2
hc0012,run-0,343,2
hc0012,run-0,344,1
hc0012,run-0,345,6
hc0012,run-0,346,1
hc0012,run-0,347,1
hc0012,run-0,348,1
hc0012,run-0,349,1
hc0012,run-0,350,1
hc0012,run-0,351,1
hc0012,run-0,352,1
hc0012,run-0,353,5
hc0012,run-0,354,5
hc0012,run-0,355,5
hc0012,run-0,356,5
hc0012,run-0,357,5
hc0012,run-0,358,5
hc0012,run-0,359,7
hc0012,run-0,360,7
hc0012,run-0,361,7
hc0012,run-0,362,7
hc0012,run-0,363,7
hc0012,run-0,364,5
hc0012,run-0,365,5
hc0012,run-0,366,5
hc0012,run-0,367,5
hc0012,run-0,368,5
hc0012,run-0,369,3
hc0012,run-0,370,3
hc0012,run-0,371,2
hc0012,run-0,372,4
hc0012,run-0,373,4
hc0012,run-0,374,4
hc0012,run-0,375,4
hc0012,run-0,376,4
hc0012,run-0,377,4
hc0012,run-0,378,4
